No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,month_name
6723,2013,12,6,2,90.0,108.0,50.0,64.0,1800.0,1.0,-2.4,1015.2,-6.2,0.0,WSW,0.0,Aotizhongxin,2013-12-06,December
6724,2013,12,6,3,112.0,164.0,53.0,67.0,2200.0,1.0,-3.0,1014.8,-6.8,0.0,ENE,0.9,Aotizhongxin,2013-12-06,December
6725,2013,12,6,4,121.0,158.0,61.0,70.0,3600.0,2.0,-1.6,1014.5,-8.4,0.0,NE,0.8,Aotizhongxin,2013-12-06,December
6726,2013,12,6,5,116.0,152.0,68.0,67.0,3700.0,1.0,-3.2,1013.9,-6.7,0.0,W,0.5,Aotizhongxin,2013-12-06,December
6727,2013,12,6,6,115.0,148.0,62.0,66.0,3600.0,1.0,-3.2,1014.6,-6.5,0.0,NE,1.2,Aotizhongxin,2013-12-06,December
6728,2013,12,6,7,95.0,121.0,65.0,61.0,2900.0,1.0,-2.9,1015.0,-7.2,0.0,NE,1.3,Aotizhongxin,2013-12-06,December
6729,2013,12,6,8,75.0,87.0,57.0,52.0,2000.0,1.0,0.7,1015.4,-7.8,0.0,NNE,0.6,Aotizhongxin,2013-12-06,December
6730,2013,12,6,9,68.0,98.0,52.0,52.0,2000.0,1.0,3.3,1015.2,-9.4,0.0,NE,2.2,Aotizhongxin,2013-12-06,December
6731,2013,12,6,10,85.0,127.0,69.0,59.0,2600.0,1.0,5.0,1014.5,-9.2,0.0,WNW,1.1,Aotizhongxin,2013-12-06,December
6732,2013,12,6,11,114.0,140.0,64.0,69.0,2400.0,2.0,7.3,1013.4,-8.3,0.0,WSW,1.9,Aotizhongxin,2013-12-06,December
6733,2013,12,6,12,114.0,129.0,55.0,75.0,2200.0,5.0,9.9,1012.4,-7.3,0.0,WSW,2.1,Aotizhongxin,2013-12-06,December
6734,2013,12,6,13,103.0,110.0,50.0,78.0,2100.0,6.0,10.6,1011.7,-7.2,0.0,WSW,1.6,Aotizhongxin,2013-12-06,December
6735,2013,12,6,14,79.0,78.0,44.0,74.0,1900.0,7.0,10.4,1011.2,-6.0,0.0,WSW,2.8,Aotizhongxin,2013-12-06,December
6736,2013,12,6,15,104.0,135.0,42.0,100.0,2400.0,3.0,9.0,1011.7,-6.4,0.0,SW,2.8,Aotizhongxin,2013-12-06,December
6737,2013,12,6,16,217.0,277.0,68.0,142.0,3400.0,1.0,6.4,1011.9,-5.9,0.0,SW,1.3,Aotizhongxin,2013-12-06,December
6738,2013,12,6,17,198.0,235.0,57.0,112.0,2500.0,1.0,3.4,1012.5,-5.5,0.0,WSW,2.2,Aotizhongxin,2013-12-06,December
6739,2013,12,6,18,124.0,170.0,43.0,87.0,2000.0,1.0,2.3,1012.8,-4.7,0.0,WNW,0.5,Aotizhongxin,2013-12-06,December
6740,2013,12,6,19,112.0,154.0,38.0,84.0,2100.0,1.0,0.4,1013.3,-4.8,0.0,NW,0.5,Aotizhongxin,2013-12-06,December
6741,2013,12,6,20,152.0,210.0,42.0,93.0,2700.0,1.0,-0.7,1013.7,-4.2,0.0,ENE,0.1,Aotizhongxin,2013-12-06,December
6742,2013,12,6,21,188.0,279.0,37.0,93.0,3000.0,1.0,-1.3,1013.8,-4.0,0.0,N,0.0,Aotizhongxin,2013-12-06,December
6743,2013,12,6,22,167.0,194.0,35.0,91.0,3500.0,1.0,-2.0,1013.8,-4.3,0.0,W,1.0,Aotizhongxin,2013-12-06,December
6744,2013,12,6,23,204.0,250.0,46.0,106.0,4700.0,1.0,-2.3,1013.8,-5.1,0.0,ENE,0.0,Aotizhongxin,2013-12-06,December
6745,2013,12,7,0,285.0,344.0,73.0,120.0,5900.0,2.0,-0.5,1013.7,-4.7,0.0,NE,1.3,Aotizhongxin,2013-12-07,December
6746,2013,12,7,1,316.0,354.0,84.0,121.0,6000.0,3.0,0.2,1013.9,-5.2,0.0,ENE,1.2,Aotizhongxin,2013-12-07,December
6747,2013,12,7,2,313.0,333.0,73.0,99.0,6000.0,3.0,-0.5,1014.1,-5.7,0.0,ENE,0.0,Aotizhongxin,2013-12-07,December
6748,2013,12,7,3,300.0,305.0,44.0,90.0,4300.0,1.0,-2.0,1014.1,-5.8,0.0,SE,0.4,Aotizhongxin,2013-12-07,December
6749,2013,12,7,4,271.0,266.0,22.0,90.0,3700.0,56.353358410556304,-3.2,1013.8,-5.4,0.0,NE,1.0,Aotizhongxin,2013-12-07,December
6750,2013,12,7,5,225.0,219.0,50.0,95.0,4300.0,1.0,-3.4,1014.0,-5.1,0.0,NE,1.2,Aotizhongxin,2013-12-07,December
6751,2013,12,7,6,131.0,106.0,56.0,74.0,2400.0,1.0,-2.8,1014.6,-5.1,0.0,NE,0.9,Aotizhongxin,2013-12-07,December
6752,2013,12,7,7,85.0,75.0,47.0,66.0,1800.0,1.0,-2.1,1015.3,-5.8,0.0,NE,0.1,Aotizhongxin,2013-12-07,December
6753,2013,12,7,8,111.0,107.0,42.0,69.0,1262.9451453977408,56.353358410556304,0.1,1015.7,-4.9,0.0,NE,1.1,Aotizhongxin,2013-12-07,December
6754,2013,12,7,9,102.0,97.0,53.0,66.0,1900.0,1.0,2.9,1015.8,-5.0,0.0,ENE,1.0,Aotizhongxin,2013-12-07,December
6755,2013,12,7,10,115.0,116.0,61.0,67.0,1900.0,1.0,4.4,1015.4,-3.9,0.0,NE,1.2,Aotizhongxin,2013-12-07,December
6756,2013,12,7,11,165.0,178.0,79.0,80.0,2600.0,1.0,5.4,1014.6,-2.9,0.0,ENE,1.4,Aotizhongxin,2013-12-07,December
6757,2013,12,7,12,202.0,219.0,95.0,96.0,1262.9451453977408,56.353358410556304,6.6,1013.7,-2.1,0.0,NNE,1.3,Aotizhongxin,2013-12-07,December
6758,2013,12,7,13,241.0,273.0,121.0,106.0,4400.0,56.353358410556304,7.2,1013.0,-2.0,0.0,NNE,0.9,Aotizhongxin,2013-12-07,December
6759,2013,12,7,14,276.0,286.0,140.0,120.0,5200.0,1.0,7.0,1012.6,-1.4,0.0,NE,2.2,Aotizhongxin,2013-12-07,December
6760,2013,12,7,15,292.0,307.0,144.0,126.0,5100.0,1.0,6.1,1012.8,-1.1,0.0,NE,1.4,Aotizhongxin,2013-12-07,December
6761,2013,12,7,16,292.0,307.0,144.0,126.0,1262.9451453977408,56.353358410556304,4.8,1013.2,-1.4,0.0,NE,1.3,Aotizhongxin,2013-12-07,December
6762,2013,12,7,17,328.0,357.0,140.0,130.0,6700.0,1.0,3.8,1013.5,-1.0,0.0,NE,1.2,Aotizhongxin,2013-12-07,December
6763,2013,12,7,18,388.0,416.0,105.0,127.0,7300.0,1.0,3.1,1013.7,-0.4,0.0,NE,1.3,Aotizhongxin,2013-12-07,December
6764,2013,12,7,19,385.0,400.0,77.0,123.0,7000.0,1.0,2.3,1014.2,-0.6,0.0,ENE,1.0,Aotizhongxin,2013-12-07,December
6765,2013,12,7,20,378.0,389.0,65.0,123.0,7100.0,1.0,1.3,1014.3,-0.9,0.0,NE,0.9,Aotizhongxin,2013-12-07,December
6766,2013,12,7,21,378.0,389.0,65.0,123.0,7700.0,1.0,2.8,1014.3,-1.8,0.0,NE,1.0,Aotizhongxin,2013-12-07,December
6767,2013,12,7,22,371.0,369.0,92.0,123.0,8300.0,1.0,2.8,1014.4,-2.5,0.0,ENE,1.2,Aotizhongxin,2013-12-07,December
6768,2013,12,7,23,413.0,408.0,114.0,125.0,8900.0,1.0,3.0,1014.6,-2.3,0.0,ENE,1.2,Aotizhongxin,2013-12-07,December
6769,2013,12,8,0,420.0,419.0,128.0,128.0,8100.0,1.0,2.5,1014.1,-2.6,0.0,NE,1.2,Aotizhongxin,2013-12-08,December
6770,2013,12,8,1,368.0,367.0,123.0,129.0,7600.0,1.0,2.8,1014.3,-2.1,0.0,NE,1.2,Aotizhongxin,2013-12-08,December
6771,2013,12,8,2,335.0,336.0,110.0,123.0,6800.0,1.0,2.8,1014.1,-2.3,0.0,NE,1.1,Aotizhongxin,2013-12-08,December
6772,2013,12,8,3,350.0,344.0,105.0,119.0,7000.0,1.0,2.8,1014.1,-2.1,0.0,ENE,1.4,Aotizhongxin,2013-12-08,December
6773,2013,12,8,4,323.0,326.0,101.0,116.0,6300.0,56.353358410556304,2.4,1013.8,-2.0,0.0,ENE,1.6,Aotizhongxin,2013-12-08,December
6774,2013,12,8,5,337.0,333.0,104.0,116.0,5800.0,1.0,2.7,1014.2,-1.7,0.0,NE,1.8,Aotizhongxin,2013-12-08,December
6775,2013,12,8,6,334.0,348.0,97.0,113.0,5600.0,1.0,2.0,1014.2,-1.8,0.0,ENE,1.7,Aotizhongxin,2013-12-08,December
6776,2013,12,8,7,345.0,343.0,94.0,112.0,5300.0,1.0,1.9,1014.3,-1.5,0.0,ENE,1.1,Aotizhongxin,2013-12-08,December
6777,2013,12,8,8,331.0,287.0,92.0,116.0,5500.0,56.353358410556304,2.8,1015.1,-1.0,0.0,ENE,1.4,Aotizhongxin,2013-12-08,December
6778,2013,12,8,9,316.0,275.0,101.0,117.0,1262.9451453977408,56.353358410556304,4.4,1015.2,-1.4,0.0,NNE,1.1,Aotizhongxin,2013-12-08,December
6779,2013,12,8,10,300.0,274.0,112.0,113.0,5200.0,1.0,5.6,1014.6,-1.3,0.0,NNE,1.1,Aotizhongxin,2013-12-08,December
6780,2013,12,8,11,286.0,243.0,106.0,106.0,4600.0,1.0,7.2,1013.9,-1.2,0.0,WNW,1.0,Aotizhongxin,2013-12-08,December
6781,2013,12,8,12,262.0,216.0,92.0,103.0,1262.9451453977408,0.2142,9.1,1013.1,-3.5,0.0,NE,2.1,Aotizhongxin,2013-12-08,December
6782,2013,12,8,13,189.0,146.0,73.0,80.0,2800.0,7.0,11.3,1012.6,-9.1,0.0,NNW,4.7,Aotizhongxin,2013-12-08,December
6783,2013,12,8,14,157.0,130.0,66.0,74.0,2400.0,14.0,9.9,1013.0,-10.3,0.0,N,4.9,Aotizhongxin,2013-12-08,December
6784,2013,12,8,15,21.0,62.0,13.0,20.0,600.0,43.0,9.0,1013.9,-10.0,0.0,SW,0.9,Aotizhongxin,2013-12-08,December
6785,2013,12,8,16,21.0,62.0,13.0,20.0,1262.9451453977408,47.9808,8.0,1014.6,-11.4,0.0,NNW,2.5,Aotizhongxin,2013-12-08,December
6786,2013,12,8,17,12.0,32.0,11.0,18.0,500.0,45.0,6.4,1016.3,-10.8,0.0,NNW,3.7,Aotizhongxin,2013-12-08,December
6787,2013,12,8,18,12.0,101.0,10.0,17.0,500.0,40.0,5.6,1017.6,-11.1,0.0,NNW,5.4,Aotizhongxin,2013-12-08,December
6788,2013,12,8,19,15.0,52.0,10.0,16.0,1262.9451453977408,37.485,5.1,1018.1,-11.1,0.0,N,4.7,Aotizhongxin,2013-12-08,December
6789,2013,12,8,20,10.0,16.0,7.0,20.0,1262.9451453977408,34.9146,4.5,1018.3,-11.6,0.0,N,5.4,Aotizhongxin,2013-12-08,December
6790,2013,12,8,21,10.0,9.0,8.0,22.0,1262.9451453977408,32.9868,3.9,1018.5,-11.3,0.0,N,5.8,Aotizhongxin,2013-12-08,December
6791,2013,12,8,22,8.0,11.0,5.0,16.0,1262.9451453977408,33.4152,3.5,1018.7,-11.3,0.0,N,4.5,Aotizhongxin,2013-12-08,December
6792,2013,12,8,23,3.0,6.0,7.0,21.0,400.0,26.0,2.8,1018.9,-11.2,0.0,N,2.6,Aotizhongxin,2013-12-08,December
6793,2013,12,9,0,3.0,6.0,5.0,18.0,400.0,32.13,1.9,1019.1,-10.9,0.0,N,1.6,Aotizhongxin,2013-12-09,December
6794,2013,12,9,1,3.0,6.0,3.0,12.0,300.0,46.0,2.0,1019.1,-11.5,0.0,NE,1.7,Aotizhongxin,2013-12-09,December
6795,2013,12,9,2,3.0,6.0,3.0,14.0,300.0,42.0,1.4,1019.3,-11.4,0.0,NNE,1.8,Aotizhongxin,2013-12-09,December
6796,2013,12,9,3,10.0,6.0,7.0,23.0,400.0,28.0,1.4,1018.8,-12.1,0.0,N,3.1,Aotizhongxin,2013-12-09,December
6797,2013,12,9,4,9.0,6.0,10.0,20.0,1262.9451453977408,33.6294,1.5,1019.0,-12.0,0.0,N,3.9,Aotizhongxin,2013-12-09,December
6798,2013,12,9,5,7.0,6.0,9.0,17.0,300.0,40.2696,1.4,1018.9,-11.7,0.0,N,2.8,Aotizhongxin,2013-12-09,December
6799,2013,12,9,6,6.0,6.0,9.0,16.0,300.0,41.0,1.0,1019.4,-11.8,0.0,N,2.0,Aotizhongxin,2013-12-09,December
6800,2013,12,9,7,10.0,6.0,13.0,26.0,400.0,29.0,1.1,1019.8,-11.7,0.0,NNE,2.3,Aotizhongxin,2013-12-09,December
6801,2013,12,9,8,3.0,6.0,14.0,28.0,1262.9451453977408,25.2756,2.4,1020.0,-12.3,0.0,NNE,2.4,Aotizhongxin,2013-12-09,December
6802,2013,12,9,9,3.0,9.0,11.0,23.0,500.0,33.0,3.6,1019.9,-12.0,0.0,N,4.6,Aotizhongxin,2013-12-09,December
6803,2013,12,9,10,3.0,9.0,13.0,21.0,500.0,37.0,4.2,1019.5,-12.7,0.0,N,4.6,Aotizhongxin,2013-12-09,December
6804,2013,12,9,11,3.0,6.0,8.0,14.0,400.0,46.0,5.0,1018.4,-13.0,0.0,NNW,4.6,Aotizhongxin,2013-12-09,December
6805,2013,12,9,12,9.0,15.0,8.0,11.0,1262.9451453977408,47.7666,6.0,1017.4,-13.6,0.0,N,3.3,Aotizhongxin,2013-12-09,December
6806,2013,12,9,13,3.0,6.0,9.0,11.0,1262.9451453977408,49.6944,6.4,1016.7,-13.8,0.0,N,3.9,Aotizhongxin,2013-12-09,December
6807,2013,12,9,14,10.0,88.0,8.0,11.0,400.0,52.0,6.7,1016.4,-14.1,0.0,N,2.6,Aotizhongxin,2013-12-09,December
6808,2013,12,9,15,3.0,6.0,6.0,11.0,1262.9451453977408,53.3358,6.6,1016.5,-13.7,0.0,WNW,2.8,Aotizhongxin,2013-12-09,December
6809,2013,12,9,16,3.0,6.0,6.0,11.0,1262.9451453977408,50.337,4.7,1016.5,-13.7,0.0,NW,0.9,Aotizhongxin,2013-12-09,December
6810,2013,12,9,17,3.0,6.0,9.0,20.0,400.0,42.0,2.6,1016.6,-13.7,0.0,N,0.8,Aotizhongxin,2013-12-09,December
6811,2013,12,9,18,10.0,9.0,11.0,34.0,600.0,25.0,-0.2,1016.8,-9.9,0.0,NNW,0.7,Aotizhongxin,2013-12-09,December
6812,2013,12,9,19,13.0,13.0,14.0,41.0,700.0,17.0,-2.1,1016.8,-10.7,0.0,WSW,0.8,Aotizhongxin,2013-12-09,December
6813,2013,12,9,20,20.0,23.0,20.0,53.0,1262.9451453977408,2.5704,-3.2,1016.8,-11.0,0.0,NE,0.0,Aotizhongxin,2013-12-09,December
6814,2013,12,9,21,29.0,24.0,25.0,57.0,1262.9451453977408,56.353358410556304,-3.7,1016.2,-9.1,0.0,NE,0.1,Aotizhongxin,2013-12-09,December
6815,2013,12,9,22,41.0,34.0,25.0,59.0,1100.0,1.0,-3.5,1016.2,-9.5,0.0,NE,1.0,Aotizhongxin,2013-12-09,December
6816,2013,12,9,23,21.0,8.0,19.0,54.0,800.0,1.0,-4.0,1016.1,-9.0,0.0,NNE,0.8,Aotizhongxin,2013-12-09,December
6817,2013,12,10,0,14.0,17.0,21.0,49.0,1262.9451453977408,1.7136,-4.3,1015.8,-7.9,0.0,NW,0.7,Aotizhongxin,2013-12-10,December
6818,2013,12,10,1,20.0,21.0,25.0,52.0,900.0,1.0,-4.3,1015.4,-7.1,0.0,NE,1.4,Aotizhongxin,2013-12-10,December
6819,2013,12,10,2,19.0,18.0,19.0,44.0,800.0,1.0,-2.3,1015.1,-10.1,0.0,NNE,1.4,Aotizhongxin,2013-12-10,December
6820,2013,12,10,3,27.0,31.0,23.0,40.0,700.0,1.0,-1.6,1014.3,-10.9,0.0,ENE,1.3,Aotizhongxin,2013-12-10,December
6821,2013,12,10,4,44.0,40.0,15.0,40.0,1262.9451453977408,56.353358410556304,-2.5,1013.6,-10.1,0.0,NE,0.6,Aotizhongxin,2013-12-10,December
6822,2013,12,10,5,28.0,27.0,32.0,51.0,1300.0,56.353358410556304,-3.5,1013.0,-9.9,0.0,NE,0.5,Aotizhongxin,2013-12-10,December
6823,2013,12,10,6,34.0,38.0,34.0,53.0,1200.0,56.353358410556304,-3.7,1012.8,-9.1,0.0,SW,0.5,Aotizhongxin,2013-12-10,December
6824,2013,12,10,7,25.0,6.0,24.0,49.0,800.0,1.0,-3.3,1013.1,-7.6,0.0,NW,0.9,Aotizhongxin,2013-12-10,December
6825,2013,12,10,8,15.0,16.0,24.0,48.0,1262.9451453977408,56.353358410556304,-2.2,1012.9,-6.9,0.0,SW,1.3,Aotizhongxin,2013-12-10,December
6826,2013,12,10,9,21.0,27.0,24.0,49.0,900.0,1.0,0.6,1013.0,-9.4,0.0,E,1.1,Aotizhongxin,2013-12-10,December
6827,2013,12,10,10,31.0,35.0,27.0,51.0,1262.9451453977408,0.8568,3.8,1012.2,-11.4,0.0,NW,4.2,Aotizhongxin,2013-12-10,December
6828,2013,12,10,11,47.0,56.0,39.0,59.0,1600.0,1.0,6.5,1011.2,-13.7,0.0,NW,6.5,Aotizhongxin,2013-12-10,December
6829,2013,12,10,12,25.0,80.0,19.0,25.0,1262.9451453977408,37.485,5.3,1011.4,-13.7,0.0,NW,4.2,Aotizhongxin,2013-12-10,December
6830,2013,12,10,13,13.0,114.0,7.0,11.0,1262.9451453977408,53.55,5.7,1011.7,-13.9,0.0,NW,4.2,Aotizhongxin,2013-12-10,December
6831,2013,12,10,14,10.0,77.0,3.0,10.0,400.0,56.0,5.4,1012.1,-14.1,0.0,NW,3.6,Aotizhongxin,2013-12-10,December
6832,2013,12,10,15,11.0,71.0,3.0,8.0,300.0,58.0,5.0,1013.0,-14.5,0.0,NW,3.8,Aotizhongxin,2013-12-10,December
6833,2013,12,10,16,7.0,85.0,2.0,9.0,300.0,57.1914,3.7,1014.0,-15.1,0.0,NNW,3.0,Aotizhongxin,2013-12-10,December
6834,2013,12,10,17,7.0,47.0,3.0,14.0,400.0,48.0,3.1,1014.9,-15.1,0.0,NNW,4.2,Aotizhongxin,2013-12-10,December
6835,2013,12,10,18,8.0,39.0,4.0,21.0,500.0,36.0,2.5,1015.6,-15.1,0.0,NW,2.1,Aotizhongxin,2013-12-10,December
6836,2013,12,10,19,11.0,28.0,4.0,22.0,500.0,32.0,1.9,1016.3,-15.2,0.0,N,3.5,Aotizhongxin,2013-12-10,December
6837,2013,12,10,20,11.0,26.0,5.0,25.0,500.0,26.0,1.3,1016.7,-15.7,0.0,NNW,4.5,Aotizhongxin,2013-12-10,December
6838,2013,12,10,21,11.0,22.0,6.0,22.0,400.0,29.0,0.7,1016.7,-15.3,0.0,NNW,3.3,Aotizhongxin,2013-12-10,December
6839,2013,12,10,22,7.0,17.0,5.0,18.0,400.0,32.0,0.2,1017.3,-14.6,0.0,NNW,2.3,Aotizhongxin,2013-12-10,December
6840,2013,12,10,23,7.0,16.0,6.0,18.0,400.0,33.0,-0.3,1017.6,-15.4,0.0,N,1.6,Aotizhongxin,2013-12-10,December
6841,2013,12,11,0,8.0,11.0,8.0,19.0,400.0,32.0,-0.2,1017.3,-16.6,0.0,NNW,3.6,Aotizhongxin,2013-12-11,December
6842,2013,12,11,1,7.0,6.0,7.0,18.0,400.0,34.0,-0.3,1017.0,-16.6,0.0,N,5.6,Aotizhongxin,2013-12-11,December
6843,2013,12,11,2,3.0,6.0,4.0,17.0,300.0,37.0,-0.1,1016.5,-16.0,0.0,NNW,5.6,Aotizhongxin,2013-12-11,December
6844,2013,12,11,3,7.0,11.0,8.0,15.0,300.0,37.0,-0.1,1015.9,-16.0,0.0,NNW,3.6,Aotizhongxin,2013-12-11,December
6845,2013,12,11,4,6.0,10.0,10.0,17.0,400.0,33.4152,-0.1,1015.9,-15.6,0.0,NNW,3.2,Aotizhongxin,2013-12-11,December
6846,2013,12,11,5,7.0,13.0,11.0,15.0,400.0,36.0,-0.6,1016.0,-15.3,0.0,NNW,1.9,Aotizhongxin,2013-12-11,December
6847,2013,12,11,6,10.0,8.0,12.0,18.0,400.0,32.0,-2.3,1015.2,-14.1,0.0,SSW,0.6,Aotizhongxin,2013-12-11,December
6848,2013,12,11,7,3.0,6.0,11.0,29.0,400.0,20.0,-1.9,1015.9,-15.0,0.0,SW,2.3,Aotizhongxin,2013-12-11,December
6849,2013,12,11,8,21.0,53.0,15.0,62.0,700.0,56.353358410556304,0.5,1015.5,-15.5,0.0,SSW,1.9,Aotizhongxin,2013-12-11,December
6850,2013,12,11,9,22.0,58.0,17.0,52.0,1000.0,1.0,1.7,1015.0,-15.3,0.0,S,2.5,Aotizhongxin,2013-12-11,December
6851,2013,12,11,10,19.0,30.0,19.0,47.0,900.0,7.0,2.7,1014.3,-15.9,0.0,SW,3.2,Aotizhongxin,2013-12-11,December
6852,2013,12,11,11,29.0,41.0,21.0,48.0,1000.0,13.0,4.1,1013.1,-14.7,0.0,S,1.3,Aotizhongxin,2013-12-11,December
6853,2013,12,11,12,22.0,24.0,13.0,32.0,700.0,29.1312,5.7,1011.7,-14.4,0.0,S,2.0,Aotizhongxin,2013-12-11,December
6854,2013,12,11,13,21.0,22.0,12.0,31.0,700.0,33.0,5.8,1010.9,-14.3,0.0,SSW,2.9,Aotizhongxin,2013-12-11,December
6855,2013,12,11,14,22.0,23.0,13.0,29.0,700.0,35.0,6.0,1010.7,-14.2,0.0,SW,2.1,Aotizhongxin,2013-12-11,December
6856,2013,12,11,15,18.0,39.0,14.0,38.0,700.0,27.0,6.0,1010.7,-14.2,0.0,SW,1.0,Aotizhongxin,2013-12-11,December
6857,2013,12,11,16,34.0,53.0,20.0,46.0,800.0,19.7064,3.0,1011.0,-12.9,0.0,SSW,0.7,Aotizhongxin,2013-12-11,December
6858,2013,12,11,17,41.0,97.0,19.0,62.0,900.0,5.0,-0.6,1011.0,-12.0,0.0,W,0.6,Aotizhongxin,2013-12-11,December
6859,2013,12,11,18,36.0,66.0,17.0,62.0,1000.0,1.0,-1.6,1011.0,-11.2,0.0,SSW,0.5,Aotizhongxin,2013-12-11,December
6860,2013,12,11,19,36.0,66.0,17.0,62.0,1400.0,1.0,0.0,1011.4,-11.4,0.0,ENE,0.7,Aotizhongxin,2013-12-11,December
6861,2013,12,11,20,47.0,72.0,23.0,69.0,1500.0,1.0,1.8,1011.6,-13.6,0.0,ENE,0.8,Aotizhongxin,2013-12-11,December
6862,2013,12,11,21,34.0,32.0,19.0,62.0,1000.0,1.0,-0.7,1011.3,-12.0,0.0,NNE,1.1,Aotizhongxin,2013-12-11,December
6863,2013,12,11,22,27.0,25.0,20.0,61.0,900.0,1.0,-1.4,1011.4,-11.5,0.0,ENE,0.7,Aotizhongxin,2013-12-11,December
6864,2013,12,11,23,36.0,53.0,22.0,63.0,1000.0,1.0,-0.8,1011.0,-13.1,0.0,ENE,1.0,Aotizhongxin,2013-12-11,December
6865,2013,12,12,0,39.0,49.0,33.0,57.0,1262.9451453977408,56.353358410556304,-2.8,1010.4,-11.1,0.0,NE,0.5,Aotizhongxin,2013-12-12,December
6866,2013,12,12,1,43.0,74.0,40.0,57.0,1400.0,1.0,-4.3,1010.4,-10.5,0.0,SSW,0.5,Aotizhongxin,2013-12-12,December
6867,2013,12,12,2,39.0,77.0,38.0,60.0,1500.0,1.0,-5.5,1010.8,-10.9,0.0,WSW,1.0,Aotizhongxin,2013-12-12,December
6868,2013,12,12,3,38.0,55.0,35.0,59.0,1400.0,1.0,1.5,1011.0,-14.6,0.0,NNW,2.4,Aotizhongxin,2013-12-12,December
6869,2013,12,12,4,33.0,36.0,28.0,53.0,1100.0,3.213,2.8,1012.0,-15.8,0.0,NNW,5.1,Aotizhongxin,2013-12-12,December
6870,2013,12,12,5,6.0,21.0,9.0,19.0,500.0,33.0,0.3,1013.5,-13.4,0.0,NNE,2.2,Aotizhongxin,2013-12-12,December
6871,2013,12,12,6,24.0,53.0,18.0,36.0,900.0,11.0,-0.2,1014.3,-13.8,0.0,N,1.8,Aotizhongxin,2013-12-12,December
6872,2013,12,12,7,27.0,30.0,20.0,45.0,1000.0,4.0,-0.6,1015.4,-15.7,0.0,N,2.7,Aotizhongxin,2013-12-12,December
6873,2013,12,12,8,13.0,6.0,13.0,28.0,600.0,27.846,0.2,1016.5,-18.0,0.0,NNW,4.2,Aotizhongxin,2013-12-12,December
6874,2013,12,12,9,3.0,6.0,7.0,21.0,500.0,37.0,0.8,1017.3,-18.0,0.0,NNE,2.8,Aotizhongxin,2013-12-12,December
6875,2013,12,12,10,3.0,6.0,7.0,15.0,500.0,46.0,0.2,1017.3,-19.1,0.0,NE,5.4,Aotizhongxin,2013-12-12,December
6876,2013,12,12,11,6.0,9.0,3.0,9.0,400.0,51.0,0.2,1016.7,-20.2,0.0,NE,3.5,Aotizhongxin,2013-12-12,December
6877,2013,12,12,12,7.0,20.0,3.0,10.0,1262.9451453977408,49.4802,0.8,1016.9,-20.3,0.0,NW,3.3,Aotizhongxin,2013-12-12,December
6878,2013,12,12,13,6.0,7.0,2.0,7.0,400.0,53.0,0.3,1016.7,-22.7,0.0,N,5.6,Aotizhongxin,2013-12-12,December
6879,2013,12,12,14,8.0,40.0,6.0,8.0,400.0,52.0,0.5,1017.2,-21.8,0.0,NW,2.7,Aotizhongxin,2013-12-12,December
6880,2013,12,12,15,7.0,32.0,7.0,8.0,400.0,50.0,0.2,1017.7,-22.1,0.0,NNW,5.7,Aotizhongxin,2013-12-12,December
6881,2013,12,12,16,8.0,26.0,5.0,10.0,1262.9451453977408,47.3382,-0.7,1017.6,-21.5,0.0,NNW,2.9,Aotizhongxin,2013-12-12,December
6882,2013,12,12,17,3.0,11.0,4.0,15.0,500.0,39.0,-2.4,1018.0,-21.3,0.0,E,2.0,Aotizhongxin,2013-12-12,December
6883,2013,12,12,18,8.0,8.0,6.0,25.0,500.0,25.0,-2.8,1018.5,-21.6,0.0,E,0.6,Aotizhongxin,2013-12-12,December
6884,2013,12,12,19,7.0,12.0,4.0,21.0,500.0,28.0,-3.2,1018.8,-20.5,0.0,NNW,1.2,Aotizhongxin,2013-12-12,December
6885,2013,12,12,20,17.0,19.0,6.0,37.0,1262.9451453977408,9.2106,-2.9,1018.6,-20.2,0.0,E,1.3,Aotizhongxin,2013-12-12,December
6886,2013,12,12,21,19.0,18.0,8.0,40.0,700.0,4.0,-5.9,1019.0,-16.8,0.0,NE,0.4,Aotizhongxin,2013-12-12,December
6887,2013,12,12,22,21.0,37.0,11.0,48.0,900.0,1.0,-6.4,1019.4,-15.4,0.0,SSE,0.5,Aotizhongxin,2013-12-12,December
6888,2013,12,12,23,16.0,29.0,15.0,51.0,1000.0,1.0,-6.9,1019.5,-14.2,0.0,WSW,1.8,Aotizhongxin,2013-12-12,December
6889,2013,12,13,0,11.0,9.0,17.0,39.0,1262.9451453977408,12.2094,-6.9,1019.5,-16.6,0.0,SW,1.5,Aotizhongxin,2013-12-13,December
6890,2013,12,13,1,22.0,50.0,15.0,50.0,1100.0,1.0,-5.0,1019.8,-17.5,0.0,WSW,1.4,Aotizhongxin,2013-12-13,December
6891,2013,12,13,2,43.0,61.0,24.0,41.0,1400.0,56.353358410556304,-5.3,1020.4,-18.1,0.0,SSW,1.3,Aotizhongxin,2013-12-13,December
6892,2013,12,13,3,38.0,52.0,18.0,32.0,1000.0,56.353358410556304,-4.2,1020.3,-18.8,0.0,W,1.3,Aotizhongxin,2013-12-13,December
